cause	type	doc_id	category	trick	checksum	residual	text
covered_by_neighbor_wrongtype	INN	sale_0011	adversarial	glued_to_prev_entity		hidden	9010509178
covered_by_neighbor_wrongtype	INN	sale_0011__m2718_case	adversarial	glued_to_prev_entity		hidden	9010509178
covered_by_neighbor_wrongtype	INN	supply_0009__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	hidden	291-9-50-85-4-9
covered_by_neighbor_wrongtype	INN	works_0003	adversarial	glued_to_prev_entity		hidden	0771538150
covered_by_neighbor_wrongtype	INN	works_0003__m2718_case	adversarial	glued_to_prev_entity		hidden	0771538150
covered_by_neighbor_wrongtype	OGRN	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	hidden	3881-7328-1-746-089-
covered_by_neighbor_wrongtype	OGRN	services_0006__m2718_digit_spaces	adversarial	mut:digit_spaces	valid	hidden	369-050397571-354-
covered_by_neighbor_wrongtype	ORG	cession_0004	ugly			LEAK	Петров Консалтинг
covered_by_neighbor_wrongtype	ORG	cession_0004	ugly			LEAK	Петров Консалтинг
covered_by_neighbor_wrongtype	ORG	cession_0004__m1337_cell_split	ugly			LEAK	Петров Консалтинг
covered_by_neighbor_wrongtype	ORG	cession_0004__m1337_cell_split	ugly			LEAK	Петров Консалтинг
covered_by_neighbor_wrongtype	ORG	loan_0001	ugly			hidden	Петров Консалтинг
covered_by_neighbor_wrongtype	ORG	loan_0001	ugly			hidden	Петров Консалтинг
covered_by_neighbor_wrongtype	PASSPORT	agency_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	62 11 029-696-
covered_by_neighbor_wrongtype	PASSPORT	cession_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	90 14 617-0-85
covered_by_neighbor_wrongtype	PASSPORT	cession_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	19 04 9493 12
covered_by_neighbor_wrongtype	PASSPORT	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	28 20 2103 63
covered_by_neighbor_wrongtype	PASSPORT	lease_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	50 23 159 2 43
covered_by_neighbor_wrongtype	PASSPORT	lease_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	92 17 2229 93
covered_by_neighbor_wrongtype	PASSPORT	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	83 17 7658 81
covered_by_neighbor_wrongtype	PASSPORT	sale_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	44 09 565 7 62
covered_by_neighbor_wrongtype	PASSPORT	sale_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	69 03 645 4 50
covered_by_neighbor_wrongtype	PASSPORT	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	40 02 553-6-24-
covered_by_neighbor_wrongtype	PASSPORT	sale_0013__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	66 11 418-017
covered_by_neighbor_wrongtype	PASSPORT	services_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	26 04 644-140-
covered_by_neighbor_wrongtype	PASSPORT	services_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	99 06 550 262
covered_by_neighbor_wrongtype	PASSPORT	supply_0003__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	02 08 829 9 67
covered_by_neighbor_wrongtype	PASSPORT	supply_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	09 08 941 0 13
covered_by_neighbor_wrongtype	PASSPORT	supply_0009__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	84 02 932 6 71
covered_by_neighbor_wrongtype	PASSPORT	works_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	07 12 109 7 48
covered_by_neighbor_wrongtype	PASSPORT	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	57 02 6392 01
covered_by_neighbor_wrongtype	PASSPORT	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	93 04 195-1-67
covered_by_neighbor_wrongtype	PER	agency_0002	canonical			hidden	Беляев Олег Олегович
covered_by_neighbor_wrongtype	PER	agency_0002	ugly			hidden	Беляев Олег Олегович
covered_by_neighbor_wrongtype	PER	agency_0002__m2718_digit_spaces	canonical			hidden	Беляев Олег Олегович
covered_by_neighbor_wrongtype	PER	agency_0002__m2718_digit_spaces	ugly			hidden	Беляев Олег Олегович
covered_by_neighbor_wrongtype	PER	agency_0004	canonical			LEAK	Петрова Ольга Ивановна
covered_by_neighbor_wrongtype	PER	agency_0004	ugly			LEAK	Петрова Ольга Ивановна
covered_by_neighbor_wrongtype	PER	agency_0004	ugly			LEAK	Соколова О. М.
covered_by_neighbor_wrongtype	PER	agency_0004__m1337_digit_spaces	canonical			LEAK	Петрова Ольга Ивановна
covered_by_neighbor_wrongtype	PER	agency_0004__m1337_digit_spaces	ugly			LEAK	Петрова Ольга Ивановна
covered_by_neighbor_wrongtype	PER	agency_0004__m1337_digit_spaces	ugly			LEAK	Соколова О. М.
covered_by_neighbor_wrongtype	PER	agency_0005	canonical			hidden	Кузнецова Анна Михайловна
covered_by_neighbor_wrongtype	PER	agency_0005	ugly			hidden	Кузнецова А. М.
covered_by_neighbor_wrongtype	PER	agency_0005__m1337_digit_spaces	canonical			hidden	Кузнецова Анна Михайловна
covered_by_neighbor_wrongtype	PER	agency_0005__m1337_digit_spaces	ugly			hidden	Кузнецова А. М.
covered_by_neighbor_wrongtype	PER	agency_0007	ugly			hidden	Беляев Павел Андреевич
covered_by_neighbor_wrongtype	PER	agency_0008	canonical			hidden	Лебедев Егор Алексеевич
covered_by_neighbor_wrongtype	PER	agency_0008	ugly			hidden	Лебедев Егор Алексеевич
covered_by_neighbor_wrongtype	PER	agency_0010	canonical			LEAK	Попов Олег Олегович
covered_by_neighbor_wrongtype	PER	agency_0010	ugly			LEAK	Морозова Е. О.
covered_by_neighbor_wrongtype	PER	agency_0010	ugly			LEAK	Попов О. О.
covered_by_neighbor_wrongtype	PER	cession_0001	canonical			hidden	Коваль Владимир Алексеевич
covered_by_neighbor_wrongtype	PER	cession_0001	ugly			hidden	Коваль Владимир Алексеевич
covered_by_neighbor_wrongtype	PER	cession_0001__m1337_digit_spaces	canonical			hidden	Коваль Владимир Алексеевич
covered_by_neighbor_wrongtype	PER	cession_0001__m1337_digit_spaces	ugly			hidden	Коваль Владимир Алексеевич
covered_by_neighbor_wrongtype	PER	cession_0002	ugly			hidden	Иванов Иван Егорович
covered_by_neighbor_wrongtype	PER	cession_0002__m2718_cell_split	ugly			hidden	Иванов Иван Егорович
covered_by_neighbor_wrongtype	PER	cession_0004	canonical			LEAK	Волкова Мария Юрьевна
covered_by_neighbor_wrongtype	PER	cession_0004__m1337_cell_split	canonical			LEAK	Волкова Мария Юрьевна
covered_by_neighbor_wrongtype	PER	cession_0006	canonical			LEAK	Павлов Владимир Егорович
covered_by_neighbor_wrongtype	PER	cession_0006	canonical			hidden	Кузнецова Юлия Владимировна
covered_by_neighbor_wrongtype	PER	cession_0006	ugly			LEAK	Павлов Владимир Егорович
covered_by_neighbor_wrongtype	PER	cession_0006	ugly			hidden	Кузнецова Юлия Владимировна
covered_by_neighbor_wrongtype	PER	cession_0006__m2718_digit_spaces	canonical			LEAK	Павлов Владимир Егорович
covered_by_neighbor_wrongtype	PER	cession_0006__m2718_digit_spaces	canonical			hidden	Кузнецова Юлия Владимировна
covered_by_neighbor_wrongtype	PER	cession_0006__m2718_digit_spaces	ugly			LEAK	Павлов Владимир Егорович
covered_by_neighbor_wrongtype	PER	cession_0006__m2718_digit_spaces	ugly			hidden	Кузнецова Юлия Владимировна
covered_by_neighbor_wrongtype	PER	cession_0007	canonical			hidden	Тер-Петросян Артур Ашотович
covered_by_neighbor_wrongtype	PER	cession_0007	ugly			hidden	Тер-Петросян Артур Ашотович
covered_by_neighbor_wrongtype	PER	cession_0007__m1337_digit_spaces	canonical			hidden	Тер-Петросян Артур Ашотович
covered_by_neighbor_wrongtype	PER	cession_0007__m1337_digit_spaces	ugly			hidden	Тер-Петросян Артур Ашотович
covered_by_neighbor_wrongtype	PER	cession_0008	ugly			hidden	Кузнецова Юлия Егоровна
covered_by_neighbor_wrongtype	PER	cession_0008__m1337_digit_spaces	ugly			hidden	Кузнецова Юлия Егоровна
covered_by_neighbor_wrongtype	PER	labor_0001	canonical			hidden	Макаров Владимир Владимирович
covered_by_neighbor_wrongtype	PER	labor_0004	canonical			hidden	Смирнова Мария Николаевна
covered_by_neighbor_wrongtype	PER	labor_0004	ugly			hidden	Кузнецова Татьяна Алексеевна
covered_by_neighbor_wrongtype	PER	labor_0007	ugly			hidden	Волкова Н. Е.
covered_by_neighbor_wrongtype	PER	labor_0010	adversarial	dense_line		hidden	Д.Ю.Мельник
covered_by_neighbor_wrongtype	PER	labor_0010	canonical			hidden	Мельник Дмитрий Юрьевич
covered_by_neighbor_wrongtype	PER	labor_0010	ugly			hidden	Мельник Дмитрий Юрьевич
covered_by_neighbor_wrongtype	PER	labor_0010	ugly			hidden	Новиков Алексей Владимирович
covered_by_neighbor_wrongtype	PER	labor_0010__m1337_cell_split	adversarial	dense_line		hidden	Д.Ю.Мельник
covered_by_neighbor_wrongtype	PER	labor_0010__m1337_cell_split	canonical			hidden	Мельник Дмитрий Юрьевич
covered_by_neighbor_wrongtype	PER	labor_0010__m1337_cell_split	ugly			hidden	Мельник Дмитрий Юрьевич
covered_by_neighbor_wrongtype	PER	labor_0010__m1337_cell_split	ugly			hidden	Новиков Алексей Владимирович
covered_by_neighbor_wrongtype	PER	labor_0011	canonical			LEAK	Пирогова Ольга Юрьевна
covered_by_neighbor_wrongtype	PER	labor_0011__m1337_digit_spaces	canonical			LEAK	Пирогова Ольга Юрьевна
covered_by_neighbor_wrongtype	PER	lease_0002	canonical			hidden	Зайцева Екатерина Алексеевна
covered_by_neighbor_wrongtype	PER	lease_0002	ugly			hidden	Зайцева Е. А.
covered_by_neighbor_wrongtype	PER	lease_0002	ugly			hidden	Петров Андрей Сергеевич
covered_by_neighbor_wrongtype	PER	lease_0002__m1337_digit_spaces	canonical			hidden	Зайцева Екатерина Алексеевна
covered_by_neighbor_wrongtype	PER	lease_0002__m1337_digit_spaces	ugly			hidden	Зайцева Е. А.
covered_by_neighbor_wrongtype	PER	lease_0002__m1337_digit_spaces	ugly			hidden	Петров Андрей Сергеевич
covered_by_neighbor_wrongtype	PER	lease_0005	canonical			hidden	Беляев Пётр Петрович
covered_by_neighbor_wrongtype	PER	lease_0005__m1337_digit_spaces	canonical			hidden	Беляев Пётр Петрович
covered_by_neighbor_wrongtype	PER	lease_0009	ugly			hidden	Смирнов Пётр Андреевич
covered_by_neighbor_wrongtype	PER	lease_0011	canonical			hidden	Соколова Юлия Юрьевна
covered_by_neighbor_wrongtype	PER	lease_0011	ugly			hidden	Соколова Юлия Юрьевна
covered_by_neighbor_wrongtype	PER	lease_0011__m1337_digit_spaces	canonical			hidden	Соколова Юлия Юрьевна
covered_by_neighbor_wrongtype	PER	lease_0011__m1337_digit_spaces	ugly			hidden	Соколова Юлия Юрьевна
covered_by_neighbor_wrongtype	PER	loan_0005	canonical			LEAK	Кисель Егор Петрович
covered_by_neighbor_wrongtype	PER	loan_0005	ugly			LEAK	Кисель Е. П.
covered_by_neighbor_wrongtype	PER	loan_0005	ugly			hidden	Крылова Анна Дмитриевна
covered_by_neighbor_wrongtype	PER	loan_0005__m1337_digit_spaces	canonical			LEAK	Кисель Егор Петрович
covered_by_neighbor_wrongtype	PER	loan_0005__m1337_digit_spaces	ugly			LEAK	Кисель Е. П.
covered_by_neighbor_wrongtype	PER	loan_0005__m1337_digit_spaces	ugly			hidden	Крылова Анна Дмитриевна
covered_by_neighbor_wrongtype	PER	loan_0008	canonical			LEAK	Воробьёв Роман Павлович
covered_by_neighbor_wrongtype	PER	loan_0008	ugly			LEAK	Воробьёв Роман Павлович
covered_by_neighbor_wrongtype	PER	sale_0001	canonical			hidden	Максимова Анна Михайловна
covered_by_neighbor_wrongtype	PER	sale_0001	ugly			hidden	Максимова А. М.
covered_by_neighbor_wrongtype	PER	sale_0001__m1337_digit_spaces	canonical			hidden	Максимова Анна Михайловна
covered_by_neighbor_wrongtype	PER	sale_0001__m1337_digit_spaces	ugly			hidden	Максимова А. М.
covered_by_neighbor_wrongtype	PER	sale_0004	canonical			LEAK	Иванова-Петрова Алла Юрьевна
covered_by_neighbor_wrongtype	PER	sale_0004	ugly			LEAK	Иванова-Петрова А. Ю.
covered_by_neighbor_wrongtype	PER	sale_0004__m1337_cell_split	canonical			LEAK	Иванова-Петрова Алла Юрьевна
covered_by_neighbor_wrongtype	PER	sale_0004__m1337_cell_split	ugly			LEAK	Иванова-Петрова А. Ю.
covered_by_neighbor_wrongtype	PER	sale_0005	ugly			hidden	Попов Андрей Николаевич
covered_by_neighbor_wrongtype	PER	sale_0006	canonical			hidden	Волков Владимир Сергеевич
covered_by_neighbor_wrongtype	PER	sale_0006	ugly			hidden	Волков В. С.
covered_by_neighbor_wrongtype	PER	sale_0006__m2718_digit_spaces	canonical			hidden	Волков Владимир Сергеевич
covered_by_neighbor_wrongtype	PER	sale_0006__m2718_digit_spaces	ugly			hidden	Волков В. С.
covered_by_neighbor_wrongtype	PER	sale_0007	canonical			hidden	Белов Юрий Алексеевич
covered_by_neighbor_wrongtype	PER	sale_0007__m1337_digit_spaces	canonical			hidden	Белов Юрий Алексеевич
covered_by_neighbor_wrongtype	PER	sale_0012	canonical			LEAK	Смирнов Иван Павлович
covered_by_neighbor_wrongtype	PER	sale_0012	canonical			hidden	Сидоров Дмитрий Владимирович
covered_by_neighbor_wrongtype	PER	sale_0012	ugly			LEAK	Смирнов И. П.
covered_by_neighbor_wrongtype	PER	sale_0012	ugly			hidden	Комаров Пётр Егорович
covered_by_neighbor_wrongtype	PER	sale_0012	ugly			hidden	Сидоров Д. В.
covered_by_neighbor_wrongtype	PER	sale_0013	canonical			hidden	Ершова Ирина Ивановна
covered_by_neighbor_wrongtype	PER	sale_0013	canonical			hidden	Пирогова Анна Павловна
covered_by_neighbor_wrongtype	PER	sale_0013__m1337_digit_spaces	canonical			hidden	Ершова Ирина Ивановна
covered_by_neighbor_wrongtype	PER	sale_0013__m1337_digit_spaces	canonical			hidden	Пирогова Анна Павловна
covered_by_neighbor_wrongtype	PER	services_0001	canonical			hidden	Никитина Екатерина Николаевна
covered_by_neighbor_wrongtype	PER	services_0001	ugly			hidden	Никитина Екатерина Николаевна
covered_by_neighbor_wrongtype	PER	services_0003	ugly			hidden	Сидорова Дарья Алексеевна
covered_by_neighbor_wrongtype	PER	services_0004	canonical			hidden	Белов Роман Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0004	ugly			hidden	Белов Р. Д.
covered_by_neighbor_wrongtype	PER	services_0004__m1337_cell_split	canonical			hidden	Белов Роман Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0004__m1337_cell_split	ugly			hidden	Белов Р. Д.
covered_by_neighbor_wrongtype	PER	services_0006	canonical			LEAK	Фёдоров Алексей Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0006	canonical			hidden	Петров Владимир Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0006	ugly			LEAK	Фёдоров А. Д.
covered_by_neighbor_wrongtype	PER	services_0006	ugly			hidden	Петров Владимир Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0006__m2718_digit_spaces	canonical			LEAK	Фёдоров Алексей Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0006__m2718_digit_spaces	canonical			hidden	Петров Владимир Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0006__m2718_digit_spaces	ugly			LEAK	Фёдоров А. Д.
covered_by_neighbor_wrongtype	PER	services_0006__m2718_digit_spaces	ugly			hidden	Петров Владимир Дмитриевич
covered_by_neighbor_wrongtype	PER	services_0007	canonical			hidden	Семёнов Юрий Олегович
covered_by_neighbor_wrongtype	PER	services_0007	ugly			hidden	Семёнов Юрий Олегович
covered_by_neighbor_wrongtype	PER	services_0010	canonical			hidden	Иванов Роман Алексеевич
covered_by_neighbor_wrongtype	PER	services_0010	ugly			hidden	Иванов Роман Алексеевич
covered_by_neighbor_wrongtype	PER	services_0010	ugly			hidden	Иванова Анна Егоровна
covered_by_neighbor_wrongtype	PER	services_0012	canonical			hidden	Семёнов Михаил Олегович
covered_by_neighbor_wrongtype	PER	services_0012	canonical			hidden	Смирнов Юрий Петрович
covered_by_neighbor_wrongtype	PER	services_0012	ugly			hidden	Семёнов М. О.
covered_by_neighbor_wrongtype	PER	services_0012	ugly			hidden	Смирнов Ю. П.
covered_by_neighbor_wrongtype	PER	services_0013	canonical			hidden	Никитина Дарья Дмитриевна
covered_by_neighbor_wrongtype	PER	services_0013	ugly			hidden	Никитина Дарья Дмитриевна
covered_by_neighbor_wrongtype	PER	supply_0002	canonical			hidden	Семёнов Олег Егорович
covered_by_neighbor_wrongtype	PER	supply_0002	ugly			hidden	Семёнов О. Е.
covered_by_neighbor_wrongtype	PER	supply_0002__m2718_cell_split	canonical			hidden	Семёнов Олег Егорович
covered_by_neighbor_wrongtype	PER	supply_0002__m2718_cell_split	ugly			hidden	Семёнов О. Е.
covered_by_neighbor_wrongtype	PER	supply_0004	canonical			hidden	Титова Ирина Алексеевна
covered_by_neighbor_wrongtype	PER	supply_0004	ugly			hidden	Титова Ирина Алексеевна
covered_by_neighbor_wrongtype	PER	supply_0004__m1337_cell_split	canonical			hidden	Титова Ирина Алексеевна
covered_by_neighbor_wrongtype	PER	supply_0004__m1337_cell_split	ugly			hidden	Титова Ирина Алексеевна
covered_by_neighbor_wrongtype	PER	supply_0005	canonical			hidden	Смирнова Людмила Олеговна
covered_by_neighbor_wrongtype	PER	supply_0005	ugly			hidden	Смирнова Л. О.
covered_by_neighbor_wrongtype	PER	supply_0008	canonical			LEAK	Петрова Наталья Дмитриевна
covered_by_neighbor_wrongtype	PER	supply_0008__m1337_digit_spaces	canonical			LEAK	Петрова Наталья Дмитриевна
covered_by_neighbor_wrongtype	PER	supply_0010	canonical			hidden	Иванов Михаил Петрович
covered_by_neighbor_wrongtype	PER	supply_0010	canonical			hidden	Новикова Ольга Андреевна
covered_by_neighbor_wrongtype	PER	supply_0010	ugly			hidden	Иванов Михаил Петрович
covered_by_neighbor_wrongtype	PER	supply_0010	ugly			hidden	Новикова О. А.
covered_by_neighbor_wrongtype	PER	supply_0011	canonical			hidden	Воробьёв Пётр Андреевич
covered_by_neighbor_wrongtype	PER	supply_0011	ugly			hidden	Воробьёв П. А.
covered_by_neighbor_wrongtype	PER	works_0002	ugly			hidden	Смирнова Ирина Сергеевна
covered_by_neighbor_wrongtype	PER	works_0002__m1337_cell_split	ugly			hidden	Смирнова Ирина Сергеевна
covered_by_neighbor_wrongtype	PER	works_0005	canonical			hidden	Максимова Мария Николаевна
covered_by_neighbor_wrongtype	PER	works_0005	ugly			hidden	Максимова М. Н.
covered_by_neighbor_wrongtype	PER	works_0005__m1337_digit_spaces	canonical			hidden	Максимова Мария Николаевна
covered_by_neighbor_wrongtype	PER	works_0005__m1337_digit_spaces	ugly			hidden	Максимова М. Н.
covered_by_neighbor_wrongtype	PER	works_0008	canonical			LEAK	Гусева Ирина Олеговна
